Inlet data for Le, Moin, Kim BF step based on Spalart DNS BL data
64
       0.0              0.0
       0.0010311        0.0127183
      0.00253514        0.0312694
      0.00470982        0.0580678
      0.00755787        0.0930285
       0.0110829         0.135782
       0.0152884         0.185334
         0.02018         0.239828
       0.0257633         0.296554
        0.032045         0.352522
       0.0390332         0.405172
       0.0467354         0.452842
       0.0551631         0.494838
       0.0643284         0.531268
       0.0742392         0.562635
       0.0849114         0.589626
       0.0963571         0.612979
        0.108592         0.633284
        0.121636         0.651131
        0.135506          0.66706
        0.150225         0.681416
        0.165808         0.694592
        0.182285         0.706883
        0.199683         0.718486
        0.218025         0.729597
        0.237349         0.740315
         0.25768         0.750836
        0.279065         0.761308
        0.301534         0.771731
        0.325134         0.782203
        0.349915         0.792625
        0.375932         0.803196
        0.403249         0.813864
        0.431873         0.824582
        0.461972         0.835447
        0.493546         0.846559
        0.526715         0.857866
        0.561558          0.86942
        0.598155         0.881318
        0.636706         0.893363
         0.67725         0.905556
        0.719987         0.917748
        0.765116         0.929892
        0.812756          0.94174
        0.863187         0.953245
        0.916648          0.96411
        0.973418         0.973845
         1.03386         0.982055
          1.0984         0.988545
         1.16749         0.993314
         1.24176          0.99646
         1.32189         0.998328
          1.4088         0.999263
         1.50356         0.999705
         1.60769         0.999902
         1.72295         0.999951
         1.85195                1
         1.99814                1
         2.16662                1
         2.36515                1
         2.60651                1
         2.91411                1
         3.33841                1
       100.0                    1
64
       0.0            1.e-20
       0.0010311      1.87358e-05
      0.00253514      0.000109624
      0.00470982      0.000361327
      0.00755787      0.000881738
       0.0110829       0.00177172
       0.0152884       0.00306675
         0.02018       0.00467583
       0.0257633       0.00637871
        0.032045       0.00792078
       0.0390332       0.00912959
       0.0467354       0.00994787
       0.0551631         0.010408
       0.0643284        0.0105877
       0.0742392        0.0105643
       0.0849114        0.0104057
       0.0963571         0.010168
        0.108592       0.00988407
        0.121636       0.00957874
        0.135506       0.00927373
        0.150225       0.00897628
        0.165808       0.00869357
        0.182285       0.00843159
        0.199683       0.00818461
        0.218025       0.00795341
        0.237349       0.00773587
         0.25768       0.00752328
        0.279065       0.00731662
        0.301534        0.0071183
        0.325134       0.00692275
        0.349915       0.00672443
        0.375932       0.00651873
        0.403249       0.00630159
        0.431873       0.00607935
        0.461972       0.00585119
        0.493546        0.0056053
        0.526715       0.00533722
        0.561558       0.00503594
        0.598155       0.00470178
        0.636706       0.00434864
         0.67725       0.00397399
        0.719987       0.00357439
        0.765116       0.00315642
        0.812756        0.0027182
        0.863187       0.00226308
        0.916648       0.00180869
        0.973418        0.0013792
         1.03386       0.00100011
          1.0984      0.000688819
         1.16749      0.000451448
         1.24176      0.000283865
         1.32189       0.00017556
          1.4088      0.000106527
         1.50356      6.41066e-05
         1.60769        3.935e-05
         1.72295      2.43861e-05
         1.85195       1.5774e-05
         1.99814      1.09903e-05
         2.16662      7.71213e-06
         2.36515      5.68475e-06
         2.60651      4.27764e-06
         2.91411      3.70971e-06
         3.33841      2.63158e-06
         100.0        2.63158e-06
64
       0.0             0.00692283
       0.0010311       0.00675794
      0.00253514       0.00648373
      0.00470982       0.00601935
      0.00755787       0.00560415
       0.0110829       0.00524036
       0.0152884       0.00483396
         0.02018       0.00454156
       0.0257633       0.00441399
        0.032045       0.00436347
       0.0390332       0.00436108
       0.0467354       0.00430043
       0.0551631       0.00412591
       0.0643284       0.00390565
       0.0742392        0.0036365
       0.0849114       0.00333054
       0.0963571       0.00304231
        0.108592       0.00275528
        0.121636       0.00247942
        0.135506       0.00224291
        0.150225       0.00202249
        0.165808        0.0018216
        0.182285       0.00165335
        0.199683       0.00149716
        0.218025         0.001357
        0.237349       0.00123876
         0.25768       0.00112886
        0.279065        0.0010315
        0.301534      0.000946479
        0.325134      0.000863319
        0.349915      0.000790294
        0.375932      0.000727806
        0.403249      0.000664989
        0.431873       0.00060721
        0.461972       0.00055496
        0.493546      0.000502084
        0.526715      0.000453828
        0.561558      0.000408046
        0.598155      0.000361101
        0.636706      0.000318613
         0.67725      0.000277704
        0.719987      0.000236407
        0.765116      0.000199448
        0.812756      0.000164172
        0.863187      0.000130166
        0.916648      0.000100535
        0.973418      7.37329e-05
         1.03386      5.11756e-05
          1.0984      3.43217e-05
         1.16749      2.10118e-05
         1.24176      1.17648e-05
         1.32189      6.45839e-06
          1.4088      3.22741e-06
         1.50356      1.60089e-06
         1.60769      9.86955e-07
         1.72295      5.12248e-07
         1.85195      3.13829e-07
         1.99814      3.44127e-07
         2.16662      2.21027e-07
         2.36515      1.49239e-07
         2.60651      1.88583e-07
         2.91411      1.06847e-07
         3.33841      6.18835e-08
         100.0        6.18835e-08
